code,description,status,superseded_by
95049010,"Electric car racing sets, having the character of competitive games",current,
04049081,"Not exceeding 1,5 %",current,
48059320,Made from recovered paper,current,
70200008,Finished,current,
70133391,Cut or otherwise decorated,current,
72155019,Other,current,
85491310,"Spent primary cells, spent primary batteries",current,
72044199,Other,current,
38231930,Fatty acid distillate,current,
20098119,Other,current,
20084051,With a sugar content exceeding 13 % by weight,current,
16022090,Other,current,
29096090,Other,current,
29071990,Other,current,
38246091,"Containing 2 % or less by weight of D-mannitol, calculated on the D-glucitol content",current,
32081090,Other,current,
87089291,Of closed-die forged steel,current,
96121010,Of plastics,current,
96091090,Other,current,
64052010,With outer soles of wood or cork,current,
73064080,Other,current,
94056120,Of plastics,current,
55151391,Unbleached or bleached,current,
48045990,Other,current,
69120029,Other,current,
84818039,Other,current,
84768990,Other,current,
88079029,Other,current,
18062050,Containing 18 % or more by weight of cocoa butter,current,
48042110,Of which not less than 80 % by weight of the total fibre content consists of coniferous fibres obtained by the chemical sulphate or soda process,current,
21050010,Containing no milkfats or containing less than 3 % by weight of such fats,current,
66019990,Other,current,
45041019,Other,current,
55051070,Of polypropylene,current,
22083088,More than 2 litres,current,
39231010,"Boxes, cases, crates and similar articles, of plastic, specially shaped or fitted for the conveyance or packing of semiconductor wafers, masks, or reticles",current,
50079010,"Unbleached, scoured or bleached",current,
15149190,Other,current,
07131010,For sowing,current,
42029211,"Travelling-bags, toilet bags, rucksacks and sports bags",current,
16025031,"Corned beef, in airtight containers",current,
02076091,Livers,current,
44119210,Not mechanically worked or surface covered (raw board),current,
84798930,Mobile hydraulic-powered mine roof supports,current,
94056180,Of other materials,current,
87044399,Used,current,
04012099,Other,current,
48201010,"Registers, account books, order books and receipt books",current,
33012949,Other,current,
32089011,"Polyurethane of 2,2′-(tert-butylimino)diethanol and 4,4′-methylenedicyclohexyl diisocyanate, in the form of a solution in N,N-dimethylacetamide, containing by weight 48 % or more of polymer",current,
44111410,Not mechanically worked or surface covered (raw board),current,
87088020,For the industrial assembly of: Vehicles of heading 8703; Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2500 cm3 or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2800 cm3; Vehicles of heading 8705,current,
29144010,4-Hydroxy-4-methylpentan-2-one (diacetone alcohol),current,
87079010,For the industrial assembly of: Pedestrian-controlled tractors of subheading 870110; Vehicles of heading 8704 with either a compression-ignition internal combustion piston engine (diesel or semi-diesel) of a cylinder capacity not exceeding 2500 cm3 or with a spark-ignition internal combustion piston engine of a cylinder capacity not exceeding 2800 cm3; Special purpose motor vehicles of heading 8705,current,
04032041,"Containing, by weight, less than 1,5 % milkfat, 5 % sucrose (including invert sugar) or isoglucose, 5 % glucose or starch",current,
84669120,Of cast iron or cast steel,current,
82078011,Of cermets,current,
84729080,Other,current,
50060090,Yarn spun from noil or other silk waste; silkworm gut,current,
08119070,Fruit of the species Vaccinium myrtilloides and Vaccinium angustifolium,current,
48114190,Other,current,
72192110,"Containing by weight 2,5 % or more of nickel",current,
53110090,Other,current,
03089090,Other,current,
22029999,2 % or more,current,
15050090,Other,current,
87060019,Other,current,
85043129,Other,current,
95051090,Of other materials,current,
02075210,"Plucked, bled, not drawn, with heads and feet, known as 82 % geese",current,
03045990,Other,current,
04039061,Not exceeding 3 %,current,
62046231,Of denim,current,
73043983,"Exceeding 168,3 mm but not exceeding 406,4 mm",current,
23080019,Other,current,
37023197,Other,current,
95066990,Other,current,
85366190,Other,current,
61151010,Of synthetic fibres,current,
87089135,Radiators,current,
76061219,Beverage can end stock and tab stock,current,
73030010,Tubes and pipes of a kind used in pressure systems,current,
04029991,"In immediate packings of a net content not exceeding 2,5 kg",current,
03034410,For the industrial manufacture of products of heading 1604,current,
16041390,Other,current,
84089061,Exceeding 100 kW but not exceeding 200 kW,current,
76061193,Not less than 3 mm but less than 6 mm,current,
62044990,Of other textile materials,current,
69120085,Earthenware or fine pottery,current,
22083041,2 litres or less,current,
84243001,With heating device,current,
84081061,"For seagoing vessels of headings 8901 to 8906, tugs of subheading 89040010 and warships of subheading 89061000",current,
72125090,Other,current,
62045990,Of other textile materials,current,
01039219,Other,current,
03034220,For the industrial manufacture of products of heading 1604,current,
29251920,"3,3′,4,4′,5,5′,6,6′-Octabromo-N,N′-ethylenediphthalimide; N,N′-ethylenebis(4,5-dibromohexahydro-3,6-methanophthalimide)",current,
85143910,Of a kind used solely or principally for the manufacture of printed circuits or printed circuit assemblies,current,
40021930,"Styrene-butadiene rubber produced by solution polymerisation (S-SBR), in bales",current,
90139080,Other,current,
96039099,Other,current,
70051025,"Not exceeding 3,5 mm",current,
85491910,"Spent primary cells, spent primary batteries",current,
69039010,"Containing, by weight, more than 25 % but not more than 50 % of free carbon",current,
85234110,"Discs for laser reading systems of a recording capacity not exceeding 900 megabytes, other than erasable",current,
42050090,Other,current,
90112090,Other,current,
22084039,Other,current,
56075030,Measuring 50000 decitex (5 g/m) or less,current,
02109985,Other,current,
17049081,Compressed tablets,current,
89020010,Seagoing,current,
46021990,Other,current,
39219090,Other,current,
85016180,"Of an output exceeding 7,5 kVA but not exceeding 75 kVA",current,
70071920,"Coloured throughout the mass (body tinted), opacified, flashed or having an absorbent or reflecting layer",current,
85365003,Electronic AC switches consisting of optically coupled input and output circuits (insulated thyristor AC switches),current,
72155011,Of rectangular (other than square) cross-section,current,
85423245,"Static random-access memories (S-RAMs), including cache random-access memories (cache-RAMs)",current,
74198090,Other,current,
72189180,"Containing by weight less than 2,5 % of nickel",current,
44079499,Other,current,
48237090,Other,current,
22060081,Cider and perry,current,
33030090,Toilet waters,current,
85392992,Exceeding 100 V,current,
27101911,For undergoing a specific process,current,
82072090,With working part of other materials,current,
66019920,With a cover of woven textile materials,current,
41044190,Other,current,
22085091,2 litres or less,current,
04041076,Exceeding 27 %,current,
07108061,Of the genus Agaricus,current,
08042090,Dried,current,
44012290,Other,current,
72165091,Bulb flats,current,
22042295,White,current,
61178010,"Knitted or crocheted, elasticated or rubberised",current,
84368090,Other,current,
52122590,Otherwise mixed,current,
73181410,Of stainless steel,current,
64039196,For men,current,
85049013,"Steel laminations and cores, whether or not stacked or wound",current,
17049099,Other,current,
29093010,Diphenyl ether,current,
85480020,Memories in multicombinational forms such as stack D-RAMs and modules,current,
85423119,Other,current,
27101981,"Motor oils, compressor lube oils, turbine lube oils",current,
20089798,Other,current,
20085031,"Of an actual alcoholic strength by mass not exceeding 11,85 % mas",current,
85437008,Plasma cleaner machines that remove organic contaminants from electron microscopy specimens and specimen holders,current,
96091010,With leads of graphite,current,
37023220,Other,current,
62046233,Of cut corduroy,current,
72155080,"Containing by weight 0,25 % or more of carbon",current,
87161098,Of a weight exceeding 1600 kg,current,
84381010,Bakery machinery,current,
84089021,For rail traction,current,
56021090,"Impregnated, coated, covered or laminated",current,
39201081,"Synthetic paper pulp, in the form of moist sheets made from unconnected finely branched polyethylene fibrils, whether or not blended with cellulose fibres in a quantity not exceeding 15 %, containing poly(vinyl alcohol) dissolved in water as the moistening agent",current,
41015030,Wet-salted,current,
04029910,"Of a fat content, by weight, not exceeding 9,5 %",current,
87045199,Used,current,
84871010,Of bronze,current,
88051010,Aircraft launching gear and parts thereof,current,
29093039,Other,current,
02075410,Boneless,current,
68062090,Other,current,
03049510,Surimi,current,
